,schoolshort,studentid,gradelevelduringadminyear,ell,lunch_recode,sped_recode,ethnicity_recode,pre_score,lexilelevel,interim_score
1615,MCKINZIE,585517,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,between_6_yrs_fr,895.0
1616,MCKINZIE,585529,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,745.0,between_6_yrs_fr,705.0
1617,MCKINZIE,585577,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1020.0,below_gl_4_6_yrs,1060.0
1618,MCKINZIE,585601,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,815.0,between_6_yrs_fr,835.0
1619,MCKINZIE,585649,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,835.0,between_6_yrs_fr,885.0
1620,MCKINZIE,585661,11.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1005.0,below_gl_4_6_yrs,895.0
1621,MCKINZIE,585673,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,between_6_yrs_fr,880.0
1622,MCKINZIE,585697,10.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_1_3_yrs,1055.0
1623,MCKINZIE,585709,11.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,610.0,between_6_yrs_fr,615.0
1624,MCKINZIE,585745,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1155.0
1625,MCKINZIE,585769,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1130.0
1626,MCKINZIE,585781,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,between_6_yrs_fr,945.0
1627,MCKINZIE,585793,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,685.0,between_6_yrs_fr,770.0
1628,SIMON,585805,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,835.0,between_6_yrs_fr,920.0
1629,MCKINZIE,585817,11.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,825.0,between_6_yrs_fr,835.0
1630,MCKINZIE,585877,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,1130.0,below_gl_1_3_yrs,1165.0
1631,MCKINZIE,585889,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1085.0,below_gl_1_3_yrs,1155.0
1632,MCKINZIE,585925,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,785.0,between_6_yrs_fr,815.0
1633,MCKINZIE,585937,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,545.0,between_6_yrs_fr,520.0
1634,MCKINZIE,585949,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,675.0,between_6_yrs_fr,665.0
1635,MCKINZIE,585961,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,930.0,below_gl_4_6_yrs,965.0
1636,MCKINZIE,585973,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,725.0,between_6_yrs_fr,745.0
1637,MCKINZIE,585985,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,880.0,between_6_yrs_fr,945.0
1638,MCKINZIE,585997,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_4_6_yrs,1090.0
1639,MCKINZIE,586009,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,875.0
1640,MCKINZIE,586021,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,700.0,between_6_yrs_fr,695.0
1641,MCKINZIE,586057,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_4_6_yrs,1025.0
1642,MCKINZIE,586069,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,1040.0,below_gl_4_6_yrs,1070.0
1643,MCKINZIE,586093,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,665.0,between_6_yrs_fr,775.0
1644,MCKINZIE,586105,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1060.0,below_gl_1_3_yrs,1100.0
1645,MCKINZIE,586117,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1415.0,college_ready,1435.0
1646,MCKINZIE,586129,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,between_6_yrs_fr,865.0
1647,MCKINZIE,586141,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,1075.0
1648,MCKINZIE,586153,10.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,820.0,below_gl_4_6_yrs,875.0
1649,MCKINZIE,588937,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,975.0,below_gl_4_6_yrs,1030.0
1650,MCKINZIE,588961,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,960.0,below_gl_4_6_yrs,1025.0
1651,OUCHI,588985,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_4_6_yrs,1020.0
1652,OUCHI,588997,11.0,EL,Paid,Non-Special Education,Hispanic or Latino,525.0,between_6_yrs_fr,565.0
1653,OUCHI,589033,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,980.0,below_gl_4_6_yrs,1040.0
1654,OUCHI,589045,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,900.0,between_6_yrs_fr,890.0
1655,OUCHI,589069,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,below_gl_1_3_yrs,1120.0
1656,OUCHI,589081,11.0,EL,Free/Reduced,Special Education,Hispanic or Latino,680.0,between_6_yrs_fr,630.0
1657,OUCHI,589117,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1170.0,below_gl_1_3_yrs,1130.0
1658,OUCHI,589129,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_4_6_yrs,1110.0
1659,OUCHI,589165,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,910.0
1660,OUCHI,589201,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1090.0,below_gl_1_3_yrs,1160.0
1661,OUCHI,589225,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,830.0,between_6_yrs_fr,880.0
1662,OUCHI,589237,11.0,EO,Paid,Non-Special Education,Black or African American,1025.0,below_gl_4_6_yrs,1030.0
1663,OUCHI,589249,11.0,EL,Free/Reduced,Special Education,Hispanic or Latino,875.0,between_6_yrs_fr,885.0
1664,OUCHI,589273,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,825.0,between_6_yrs_fr,855.0
1665,OUCHI,589297,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,725.0,between_6_yrs_fr,745.0
1666,LUSKIN,589321,11.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,900.0,between_6_yrs_fr,<built-in function zeros>
1667,BURTON,589417,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,945.0,below_gl_4_6_yrs,975.0
1668,BURTON,589441,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,930.0,below_gl_4_6_yrs,970.0
1669,SMIDT,254233,12.0,EL,Free/Reduced,Special Education,Hispanic or Latino,510.0,between_6_yrs_fr,610.0
1670,OUCHI,254665,10.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,950.0,below_gl_1_3_yrs,940.0
1671,BURTON,589489,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,895.0,between_6_yrs_fr,930.0
1672,BURTON,589501,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,660.0,between_6_yrs_fr,625.0
1673,BURTON,589537,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1100.0,below_gl_1_3_yrs,1110.0
1674,BURTON,589549,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1060.0,below_gl_1_3_yrs,1045.0
1675,BURTON,589573,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1155.0,below_gl_1_3_yrs,1205.0
1676,BURTON,589621,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,between_6_yrs_fr,1045.0
1677,BURTON,589657,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1290.0
1678,BURTON,589669,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_4_6_yrs,1075.0
1679,BURTON,589681,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1135.0,below_gl_1_3_yrs,1185.0
1680,BURTON,589693,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,820.0,between_6_yrs_fr,940.0
1681,BURTON,589705,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1110.0,below_gl_1_3_yrs,1110.0
1682,BURTON,589741,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_4_6_yrs,1020.0
1683,BURTON,589765,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1190.0,grade_level,1195.0
1684,BURTON,589777,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,915.0,between_6_yrs_fr,965.0
1685,BURTON,589789,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1175.0,below_gl_1_3_yrs,1260.0
1686,BURTON,589801,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,930.0,below_gl_4_6_yrs,1045.0
1687,BURTON,589813,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_4_6_yrs,970.0
1688,BURTON,589861,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1150.0,below_gl_1_3_yrs,1095.0
1689,BURTON,589873,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1070.0
1690,BURTON,589957,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,935.0,below_gl_4_6_yrs,910.0
1691,BURTON,589969,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,between_6_yrs_fr,785.0
1692,BURTON,589981,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,760.0,between_6_yrs_fr,820.0
1693,BURTON,589993,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,855.0,between_6_yrs_fr,895.0
1694,BURTON,590017,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,770.0,between_6_yrs_fr,805.0
1695,BURTON,590029,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,between_6_yrs_fr,990.0
1696,BURTON,590041,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,between_6_yrs_fr,860.0
1697,BURTON,590053,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,1230.0,grade_level,1290.0
1698,BURTON,590065,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1195.0,grade_level,1225.0
1699,BURTON,590077,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_4_6_yrs,1050.0
1700,BURTON,590089,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,705.0,between_6_yrs_fr,735.0
1701,BURTON,590101,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,1055.0
1702,BURTON,590149,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,1090.0,below_gl_1_3_yrs,1210.0
1703,BURTON,590209,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,between_6_yrs_fr,850.0
1704,BURTON,590233,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1290.0,grade_level,1365.0
1705,BURTON,590257,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,930.0,below_gl_4_6_yrs,1015.0
1706,BURTON,590269,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,880.0,between_6_yrs_fr,950.0
1707,SMASS,590293,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1140.0
1708,SMASS,590305,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,995.0,below_gl_4_6_yrs,995.0
1709,SMASS,590317,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1090.0
1710,SMASS,590353,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1435.0,college_ready,1410.0
1711,SMASS,590365,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1200.0,grade_level,1260.0
1712,SMASS,590377,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,between_6_yrs_fr,890.0
1713,SMASS,590389,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1145.0,below_gl_1_3_yrs,1190.0
1714,SMASS,590413,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1265.0,grade_level,1220.0
1715,SMASS,590425,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,845.0,between_6_yrs_fr,865.0
1716,SMASS,590437,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,770.0,between_6_yrs_fr,730.0
1717,SMASS,590449,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1215.0,grade_level,1205.0
1718,SMASS,590461,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,1280.0,grade_level,1375.0
1719,SMASS,590473,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1350.0,college_ready,1435.0
1720,SMASS,590485,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,between_6_yrs_fr,805.0
1721,SMASS,590497,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1220.0,grade_level,1310.0
1722,SMASS,590509,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1565.0,college_ready,1600.0
1723,SMASS,590521,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,between_6_yrs_fr,1025.0
1724,SMASS,590533,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1260.0,grade_level,1270.0
1725,SMASS,590557,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,895.0,between_6_yrs_fr,930.0
1726,SMASS,590569,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_4_6_yrs,1105.0
1727,SMASS,590581,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,820.0,between_6_yrs_fr,820.0
1728,SMASS,590593,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,730.0,between_6_yrs_fr,695.0
1729,SMASS,590605,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1090.0,below_gl_1_3_yrs,1115.0
1730,SMASS,590617,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1600.0,college_ready,1600.0
1731,SMASS,590629,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1455.0,college_ready,1420.0
1732,SMASS,590641,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1045.0,below_gl_4_6_yrs,<built-in function zeros>
1733,SMASS,590653,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1175.0,below_gl_1_3_yrs,1185.0
1734,SMASS,590665,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1145.0
1735,SMASS,590677,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1105.0
1736,SMASS,590701,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,between_6_yrs_fr,845.0
1737,SMASS,590749,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1085.0,below_gl_1_3_yrs,1080.0
1738,SMASS,590761,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1305.0,college_ready,1330.0
1739,SMASS,590773,11.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1025.0,below_gl_4_6_yrs,990.0
1740,SMASS,590797,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,645.0,between_6_yrs_fr,665.0
1741,SMASS,590821,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1200.0,grade_level,1200.0
1742,SMASS,590845,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,1045.0,below_gl_4_6_yrs,1060.0
1743,SMASS,590857,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,880.0,between_6_yrs_fr,885.0
1744,SMASS,590869,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1240.0,grade_level,1250.0
1745,SMASS,590881,11.0,EL,Free/Reduced,Special Education,Hispanic or Latino,525.0,between_6_yrs_fr,630.0
1746,SMASS,590893,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,925.0,below_gl_4_6_yrs,910.0
1747,SMASS,590905,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,755.0,between_6_yrs_fr,820.0
1748,SMASS,590917,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,935.0,below_gl_4_6_yrs,935.0
1749,SMASS,590929,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,960.0,below_gl_4_6_yrs,935.0
1750,BLOOMFIELD,590941,10.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1265.0,college_ready,1350.0
1751,SMASS,590953,11.0,EO,Paid,Non-Special Education,Asian,1140.0,below_gl_1_3_yrs,1210.0
1752,SMASS,590965,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1175.0,below_gl_1_3_yrs,1210.0
1753,SMASS,590977,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1355.0,college_ready,1250.0
1754,SMASS,591001,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,between_6_yrs_fr,905.0
1755,SMASS,591013,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1170.0,below_gl_1_3_yrs,1185.0
1756,SMASS,591025,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1020.0,below_gl_4_6_yrs,1065.0
1757,SMASS,591049,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,below_gl_1_3_yrs,1160.0
1758,SMASS,591061,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1285.0,grade_level,1310.0
1759,SMASS,591073,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,940.0,below_gl_4_6_yrs,995.0
1760,SMASS,591085,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1325.0,college_ready,1345.0
1761,SMASS,591097,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1520.0,college_ready,1575.0
1762,SMASS,591145,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_4_6_yrs,1085.0
1763,MCKINZIE,591157,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1190.0,grade_level,1165.0
1764,SMASS,591169,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,915.0,between_6_yrs_fr,890.0
1765,SMASS,591181,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1195.0,grade_level,1245.0
1766,SMASS,591193,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,605.0,between_6_yrs_fr,630.0
1767,SMASS,591205,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1290.0
1768,SMASS,591217,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,below_gl_1_3_yrs,1105.0
1769,SMASS,591229,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1325.0,college_ready,1335.0
1770,SMASS,591241,11.0,EL,Free/Reduced,Special Education,Hispanic or Latino,715.0,between_6_yrs_fr,780.0
1771,SMASS,591265,11.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,1005.0,below_gl_4_6_yrs,1000.0
1772,SMASS,591277,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1130.0
1773,SMASS,591289,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,990.0,below_gl_4_6_yrs,955.0
1774,SMASS,591301,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1195.0,grade_level,1280.0
1775,SMASS,591313,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1005.0,below_gl_4_6_yrs,965.0
1776,SMASS,591325,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,820.0,between_6_yrs_fr,875.0
1777,SMASS,591337,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,885.0,between_6_yrs_fr,890.0
1778,SMASS,591349,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,760.0,between_6_yrs_fr,840.0
1779,SMASS,591361,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1210.0,grade_level,1295.0
1780,SMASS,591373,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1045.0,below_gl_4_6_yrs,1060.0
1781,SMASS,591421,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1440.0,college_ready,1510.0
1782,SMASS,591457,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1265.0,grade_level,1330.0
1783,SMASS,591481,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,between_6_yrs_fr,1070.0
1784,SMASS,591493,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1155.0,below_gl_1_3_yrs,1150.0
1785,SMASS,591505,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1280.0,grade_level,1275.0
1786,SMASS,591517,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,between_6_yrs_fr,1000.0
1787,SMASS,591529,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,855.0
1788,SMASS,591541,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1170.0,below_gl_1_3_yrs,1165.0
1789,SMASS,591553,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,720.0,between_6_yrs_fr,710.0
1790,SMASS,591577,11.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,1235.0,grade_level,1255.0
1791,SMASS,591589,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,970.0
1792,SMASS,591613,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1090.0,below_gl_1_3_yrs,1115.0
1793,SMASS,591625,11.0,EL,Free/Reduced,Special Education,Hispanic or Latino,815.0,between_6_yrs_fr,830.0
1794,SMASS,591649,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,710.0,between_6_yrs_fr,795.0
1795,SMASS,591661,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_4_6_yrs,1015.0
1796,SMASS,591673,11.0,EO,Paid,Non-Special Education,Hispanic or Latino,1115.0,below_gl_1_3_yrs,1150.0
1797,SMASS,591697,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1055.0
1798,SMASS,591709,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1150.0,below_gl_1_3_yrs,1155.0
1799,SMASS,591721,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,775.0,between_6_yrs_fr,850.0
1800,SMASS,591745,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_4_6_yrs,1130.0
1801,SMASS,591757,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1185.0,grade_level,1190.0
1802,SMASS,591769,11.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,below_gl_1_3_yrs,1025.0
1803,SMASS,591781,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,1190.0,grade_level,1175.0
1804,SMASS,591793,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,between_6_yrs_fr,960.0
1805,SMASS,591805,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,between_6_yrs_fr,975.0
1806,SMASS,591817,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_4_6_yrs,1050.0
1807,SMASS,591829,11.0,RFEP,Free/Reduced,Non-Special Education,Asian,1360.0,college_ready,1405.0
1808,SMASS,591841,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1330.0,college_ready,1405.0
1809,SMASS,591865,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,between_6_yrs_fr,960.0
1810,SMASS,591877,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_4_6_yrs,930.0
1811,SMASS,591901,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1020.0,below_gl_4_6_yrs,1060.0
1812,SMASS,591913,11.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1200.0
